scorer,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3
bodyparts,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
371,771.508,547.975,0.9679999947547913,735.455,548.738,1.0,806.055,568.456,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
372,765.122,539.826,0.5220000147819519,734.897,545.216,1.0,807.378,567.97,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
373,771.413,547.238,0.5440000295639038,727.817,542.748,1.0,803.844,570.497,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
374,779.614,546.336,0.9929999709129333,728.609,535.502,1.0,804.823,570.537,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
375,787.638,554.447,0.996999979019165,735.328,539.113,1.0,807.366,570.088,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
376,796.463,556.778,0.9440000057220459,751.881,542.955,1.0,816.786,573.003,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
377,810.665,562.55,0.9940000176429749,762.385,547.311,1.0,823.847,583.097,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
378,811.821,560.122,1.0,768.986,549.399,1.0,829.621,580.015,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
379,820.955,554.001,0.5350000262260437,779.409,539.34,1.0,833.215,570.653,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,844.032,548.443,0.17599999904632568,804.434,529.739,1.0,852.889,563.314,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,851.637,507.624,0.5899999737739563,907.117,517.712,1.0,923.189,500.835,0.9229999780654907,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,476.685,586.546,0.17399999499320984,434.406,576.481,1.0,522.047,595.113,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
418,476.394,586.484,0.24199999868869781,430.132,575.406,1.0,521.331,588.445,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
419,482.635,586.566,0.3440000116825104,432.026,574.126,1.0,523.408,587.186,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
420,482.294,581.144,0.4560000002384186,432.625,570.095,1.0,531.464,583.866,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
421,483.291,580.504,0.2329999953508377,436.638,565.269,1.0,535.476,585.397,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,530.939,579.251,0.11699999868869781,487.701,567.423,0.9990000128746033,572.663,586.776,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,538.885,579.889,0.3569999933242798,524.486,587.173,0.33000001311302185,575.156,589.052,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
451,539.06,578.265,0.9549999833106995,515.937,588.713,0.2930000126361847,573.196,588.132,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
452,546.268,578.367,0.8619999885559082,496.651,570.265,1.0,575.836,589.393,1.0,991.045,735.795,1.0,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,587.346,581.108,0.20600000023841858,542.853,574.188,1.0,603.475,594.503,0.9459999799728394,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,562.728,576.915,0.9660000205039978,524.659,565.193,1.0,591.172,580.659,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
481,555.514,571.323,0.9940000176429749,512.734,565.027,1.0,588.255,572.989,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
482,540.964,564.942,0.9990000128746033,499.129,555.795,1.0,584.153,569.133,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
483,539.875,555.106,0.8769999742507935,489.501,549.274,1.0,576.055,568.312,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,492.48,518.243,1.0,469.219,533.111,1.0,558.849,550.078,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
486,484.32,501.562,0.9819999933242798,461.176,522.423,1.0,551.859,537.613,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
487,475.84,480.145,1.0,464.686,504.11,1.0,549.919,522.685,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
488,473.546,465.566,1.0,458.805,486.504,1.0,546.24,506.192,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,493.197,442.545,0.40700000524520874,452.677,434.054,1.0,535.036,445.852,1.0,,,0.0,493.197,442.545,0.40700000524520874,452.677,434.054,1.0,535.036,445.852,1.0,,,0.0,,,,,,,,,,,,
492,498.233,436.559,0.6230000257492065,456.311,430.343,1.0,537.06,443.518,1.0,,,0.0,498.233,436.559,0.6230000257492065,456.311,430.343,1.0,537.06,443.518,1.0,,,0.0,,,,,,,,,,,,
493,506.291,435.525,0.8169999718666077,456.417,427.872,1.0,541.441,443.059,1.0,,,0.0,506.291,435.525,0.8169999718666077,456.417,427.872,1.0,541.441,443.059,1.0,,,0.0,,,,,,,,,,,,
494,508.96,427.532,0.6380000114440918,462.293,421.538,1.0,544.785,437.241,1.0,,,0.0,508.96,427.532,0.6380000114440918,462.293,421.538,1.0,544.785,437.241,1.0,,,0.0,,,,,,,,,,,,
495,514.908,419.849,0.18000000715255737,464.152,415.072,1.0,548.589,432.377,1.0,,,0.0,514.908,419.849,0.18000000715255737,464.152,415.072,1.0,548.589,432.377,1.0,,,0.0,,,,,,,,,,,,
496,522.683,418.364,0.7260000109672546,469.633,414.46,1.0,552.28,430.799,1.0,,,0.0,522.683,418.364,0.7260000109672546,469.633,414.46,1.0,552.28,430.799,1.0,,,0.0,,,,,,,,,,,,
497,531.73,411.021,0.8389999866485596,477.228,410.661,1.0,560.863,432.051,1.0,,,0.0,531.73,411.021,0.8389999866485596,477.228,410.661,1.0,560.863,432.051,1.0,,,0.0,,,,,,,,,,,,
498,538.241,403.378,0.29499998688697815,480.843,408.833,1.0,558.674,422.821,1.0,,,0.0,538.241,403.378,0.29499998688697815,480.843,408.833,1.0,558.674,422.821,1.0,,,0.0,,,,,,,,,,,,
499,547.909,394.779,0.5950000286102295,479.035,395.001,1.0,566.549,417.831,1.0,,,0.0,547.909,394.779,0.5950000286102295,479.035,395.001,1.0,566.549,417.831,1.0,,,0.0,,,,,,,,,,,,
500,548.731,379.276,0.6230000257492065,488.311,377.595,1.0,569.748,400.7,1.0,,,0.0,548.731,379.276,0.6230000257492065,488.311,377.595,1.0,569.748,400.7,1.0,,,0.0,,,,,,,,,,,,
501,553.556,363.83,0.8880000114440918,491.554,362.812,1.0,572.133,387.22,1.0,,,0.0,553.556,363.83,0.8880000114440918,491.554,362.812,1.0,572.133,387.22,1.0,,,0.0,,,,,,,,,,,,
502,554.067,347.767,0.9729999899864197,495.195,355.273,1.0,573.042,375.653,1.0,,,0.0,554.067,347.767,0.9729999899864197,495.195,355.273,1.0,573.042,375.653,1.0,,,0.0,,,,,,,,,,,,
503,554.541,338.219,0.5789999961853027,497.91,340.012,1.0,574.688,364.759,1.0,,,0.0,554.541,338.219,0.5789999961853027,497.91,340.012,1.0,574.688,364.759,1.0,,,0.0,,,,,,,,,,,,
504,563.461,331.41,0.8980000019073486,497.613,333.501,1.0,578.904,355.327,1.0,,,0.0,563.461,331.41,0.8980000019073486,497.613,333.501,1.0,578.904,355.327,1.0,,,0.0,,,,,,,,,,,,
505,555.027,323.489,0.9890000224113464,503.617,326.834,1.0,578.377,351.977,1.0,,,0.0,555.027,323.489,0.9890000224113464,503.617,326.834,1.0,578.377,351.977,1.0,,,0.0,,,,,,,,,,,,
506,563.719,315.228,0.6510000228881836,500.703,320.551,1.0,577.682,334.354,1.0,,,0.0,563.719,315.228,0.6510000228881836,500.703,320.551,1.0,577.682,334.354,1.0,,,0.0,,,,,,,,,,,,
507,556.357,315.232,0.671999990940094,504.772,309.024,1.0,578.927,328.931,1.0,,,0.0,556.357,315.232,0.671999990940094,504.772,309.024,1.0,578.927,328.931,1.0,,,0.0,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,564.886,274.077,0.9449999928474426,511.833,278.475,1.0,589.92,297.959,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
512,568.785,264.638,1.0,511.746,269.186,1.0,589.558,290.891,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
513,569.327,253.205,1.0,509.211,270.168,1.0,588.011,290.826,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
514,569.566,253.594,1.0,516.784,264.108,1.0,587.214,287.104,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
515,570.619,253.037,1.0,514.287,261.669,1.0,583.812,282.307,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
516,573.56,252.011,1.0,513.978,264.756,1.0,583.412,283.328,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
517,578.225,251.85,1.0,513.422,260.288,1.0,583.194,280.659,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
518,579.562,252.5,1.0,510.298,260.952,1.0,581.145,282.763,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
519,574.296,252.922,1.0,510.783,260.741,1.0,581.239,283.311,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
520,581.267,254.41,1.0,509.848,262.944,1.0,582.342,283.545,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
521,572.543,253.125,0.9919999837875366,508.403,262.708,1.0,581.319,284.527,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
522,588.668,253.603,0.9980000257492065,509.37,261.534,1.0,579.789,285.095,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
523,571.337,267.969,0.925000011920929,514.44,257.129,1.0,584.963,283.475,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
524,581.142,267.666,0.8080000281333923,530.003,260.224,1.0,591.779,289.108,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,602.059,450.892,0.5360000133514404,589.117,446.956,0.996999979019165,629.331,475.008,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
535,684.778,533.112,1.0,582.916,470.154,1.0,676.421,523.685,0.5450000166893005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,797.439,597.993,1.0,756.472,582.47,1.0,822.911,612.435,1.0,,,0.0,,,,,,,,,,,,
548,,,,,,,,,,,,,796.994,592.691,1.0,754.348,580.935,1.0,821.168,606.766,1.0,,,0.0,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,796.319,593.975,0.9309999942779541,752.977,582.181,1.0,821.83,606.868,1.0,,,0.0,,,,,,,,,,,,
551,,,,,,,,,,,,,796.801,586.906,0.843999981880188,752.393,584.688,1.0,820.314,604.75,1.0,,,0.0,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,523.285,460.027,0.3619999885559082,466.063,463.276,1.0,554.633,474.974,1.0,,,0.0,523.285,460.027,0.3619999885559082,466.063,463.276,1.0,554.633,474.974,1.0,,,0.0,,,,,,,,,,,,
554,531.68,437.845,0.996999979019165,477.764,438.585,1.0,566.697,448.538,1.0,,,0.0,531.68,437.845,0.996999979019165,477.764,438.585,1.0,566.697,448.538,1.0,,,0.0,,,,,,,,,,,,
555,540.7,427.627,0.7480000257492065,486.275,421.448,1.0,573.095,441.429,1.0,,,0.0,540.7,427.627,0.7480000257492065,486.275,421.448,1.0,573.095,441.429,1.0,,,0.0,,,,,,,,,,,,
556,547.609,426.509,0.2240000069141388,494.189,415.671,1.0,582.44,439.328,1.0,,,0.0,547.609,426.509,0.2240000069141388,494.189,415.671,1.0,582.44,439.328,1.0,,,0.0,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,1013.626,756.245,1.0,992.31,645.213,1.0,980.945,691.988,1.0,,,0.0,,,,,,,,,,,,
601,,,,,,,,,,,,,1020.398,762.385,1.0,993.358,653.653,1.0,993.324,699.759,1.0,,,0.0,,,,,,,,,,,,
602,,,,,,,,,,,,,1022.369,762.558,1.0,1024.997,668.461,1.0,1010.805,701.589,1.0,,,0.0,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,1045.796,527.838,1.0,953.294,518.2,1.0,1020.406,554.214,1.0,,,0.0,,,,,,,,,,,,
614,,,,,,,,,,,,,1045.796,518.216,1.0,954.868,510.856,1.0,1020.229,544.93,1.0,,,0.0,,,,,,,,,,,,
615,,,,,,,,,,,,,1046.1,518.5,1.0,955.354,511.606,1.0,1020.923,544.031,1.0,,,0.0,,,,,,,,,,,,
