scorer,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3
bodyparts,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1156,175.368,591.269,1.0,264.832,594.033,1.0,273.425,557.273,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1157,176.045,589.491,1.0,264.947,594.876,1.0,273.439,557.569,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1158,174.607,589.434,1.0,262.994,595.452,1.0,271.468,559.339,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1159,174.217,589.562,1.0,265.808,594.552,1.0,270.165,561.121,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1160,174.521,589.437,1.0,263.605,595.117,1.0,271.274,559.941,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1161,174.684,590.22,1.0,266.733,592.771,1.0,270.725,557.818,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1162,175.272,589.955,1.0,265.8,595.419,1.0,268.967,559.543,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1163,175.184,589.172,1.0,262.341,596.6,1.0,270.88,558.821,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1164,175.809,589.156,1.0,262.171,596.337,1.0,270.99,558.087,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1165,175.431,589.29,1.0,262.616,596.55,1.0,270.232,558.912,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1166,175.975,588.973,1.0,263.74,597.249,1.0,271.991,559.144,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1167,176.461,589.012,1.0,264.401,595.928,1.0,271.997,558.82,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1168,176.395,589.275,1.0,264.564,597.01,1.0,270.408,560.743,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1169,176.151,589.375,1.0,264.691,597.336,1.0,270.714,561.112,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1170,176.686,589.076,1.0,265.528,596.256,1.0,273.035,559.937,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1171,176.499,589.654,1.0,265.769,596.311,1.0,272.355,559.556,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1172,174.857,589.877,1.0,265.258,597.922,1.0,270.551,561.656,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1173,174.537,589.532,1.0,265.076,597.535,1.0,271.464,561.548,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1174,174.877,589.87,1.0,264.094,596.639,1.0,270.944,559.792,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1175,174.522,590.189,1.0,263.909,597.053,1.0,269.513,560.26,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1176,174.6,590.045,1.0,266.418,595.693,1.0,269.323,559.804,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1177,174.924,590.138,1.0,263.283,595.276,1.0,271.118,558.642,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1178,176.803,593.394,1.0,262.954,594.778,1.0,271.227,560.403,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1179,176.276,592.917,1.0,262.428,594.728,1.0,270.894,560.587,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1180,175.499,591.374,1.0,266.571,593.478,1.0,270.759,557.441,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1181,176.764,590.305,1.0,262.454,595.162,1.0,270.37,557.652,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1182,175.442,591.265,1.0,266.381,594.585,1.0,268.909,559.013,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1183,175.061,590.643,1.0,266.599,594.673,1.0,269.546,559.739,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1184,175.926,590.45,1.0,264.159,596.503,1.0,271.054,559.702,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1185,176.648,591.286,1.0,263.53,595.415,1.0,271.032,557.145,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1186,175.613,593.285,1.0,262.124,595.705,1.0,269.832,557.512,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1187,176.458,591.993,1.0,261.592,594.329,1.0,271.359,560.148,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1188,177.456,594.266,1.0,264.909,591.872,1.0,274.597,560.416,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1189,177.544,599.555,1.0,261.939,592.558,1.0,273.892,560.89,1.0,,,0.0,826.782,629.295,0.6710000038146973,846.66,585.516,1.0,851.639,571.278,0.9990000128746033,,,0.0,,,,,,,,,,,,
1190,174.939,598.715,1.0,261.468,592.854,1.0,273.527,561.096,1.0,,,0.0,826.411,630.04,0.9449999928474426,844.238,587.363,1.0,850.729,572.269,0.996999979019165,,,0.0,,,,,,,,,,,,
1191,173.844,599.278,1.0,260.972,594.23,1.0,272.442,561.385,1.0,,,0.0,825.845,630.428,0.9679999947547913,845.743,593.64,1.0,849.543,573.681,1.0,,,0.0,,,,,,,,,,,,
1192,174.362,598.981,1.0,259.304,596.641,1.0,271.998,561.805,1.0,,,0.0,820.421,629.305,0.9789999723434448,845.488,592.982,1.0,850.361,573.634,0.9950000047683716,,,0.0,,,,,,,,,,,,
1193,174.708,593.988,1.0,261.943,597.431,1.0,272.834,557.508,1.0,,,0.0,826.868,633.023,0.9890000224113464,845.389,597.251,1.0,845.036,579.696,0.9919999837875366,,,0.0,,,,,,,,,,,,
1194,174.328,589.907,1.0,264.465,596.443,1.0,274.006,558.431,1.0,,,0.0,827.274,633.51,0.9919999837875366,845.452,600.189,1.0,851.097,579.084,0.996999979019165,,,0.0,,,,,,,,,,,,
1195,174.62,590.036,1.0,265.612,595.783,1.0,269.197,558.135,1.0,,,0.0,827.614,633.891,0.9800000190734863,844.822,601.068,1.0,844.869,580.659,0.9909999966621399,,,0.0,,,,,,,,,,,,
1196,174.798,590.408,1.0,266.753,597.132,1.0,268.843,559.083,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1197,173.677,588.995,1.0,265.887,596.586,1.0,268.284,559.649,1.0,,,0.0,827.869,634.509,0.9129999876022339,847.879,605.4,1.0,844.688,597.106,0.7910000085830688,,,0.0,,,,,,,,,,,,
1198,174.779,589.124,1.0,261.851,597.34,1.0,270.477,558.922,1.0,,,0.0,827.757,634.546,0.9760000109672546,847.665,601.172,1.0,845.277,587.496,0.9309999942779541,,,0.0,,,,,,,,,,,,
1199,174.993,589.995,1.0,262.438,597.831,1.0,270.035,559.225,1.0,,,0.0,827.125,634.751,0.75,848.018,600.439,1.0,850.783,580.842,0.9950000047683716,,,0.0,,,,,,,,,,,,
1200,174.158,589.832,1.0,267.421,596.353,1.0,269.263,559.44,1.0,,,0.0,827.383,634.825,0.8769999742507935,847.843,600.65,1.0,850.867,580.713,0.9940000176429749,,,0.0,,,,,,,,,,,,
1201,174.65,589.16,1.0,263.003,598.311,1.0,270.542,559.643,1.0,,,0.0,826.462,634.545,0.9760000109672546,849.725,600.558,1.0,851.994,581.023,0.9980000257492065,,,0.0,,,,,,,,,,,,
1202,175.492,589.869,1.0,261.607,597.913,1.0,270.957,558.412,1.0,,,0.0,825.955,635.555,0.9980000257492065,848.462,598.812,1.0,860.685,588.091,0.9739999771118164,,,0.0,,,,,,,,,,,,
1203,174.707,590.545,1.0,266.175,597.266,1.0,268.898,559.745,1.0,,,0.0,825.955,635.754,0.9710000157356262,850.8,603.503,0.9959999918937683,852.28,596.171,0.6549999713897705,,,0.0,,,,,,,,,,,,
1204,173.903,589.699,1.0,266.179,596.946,1.0,268.548,559.482,1.0,,,0.0,826.828,635.378,0.9480000138282776,850.609,604.42,0.7670000195503235,852.948,595.56,0.32499998807907104,,,0.0,,,,,,,,,,,,
1205,174.269,589.721,1.0,266.409,595.431,1.0,270.535,558.085,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1206,175.343,589.923,1.0,266.907,595.301,1.0,271.05,557.362,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1207,174.739,589.978,1.0,266.593,595.153,1.0,270.005,558.02,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1208,175.563,590.053,1.0,264.292,597.023,1.0,272.839,559.131,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1209,178.853,594.65,1.0,265.558,596.766,1.0,273.241,557.801,1.0,,,0.0,822.445,636.244,0.9990000128746033,851.56,589.245,0.8669999837875366,844.661,596.34,0.31700000166893005,,,0.0,,,,,,,,,,,,
1210,176.038,590.995,1.0,264.902,596.847,1.0,272.655,558.394,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1211,175.577,589.055,1.0,264.449,598.711,1.0,273.109,561.467,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1212,175.151,589.512,1.0,265.402,600.199,1.0,271.592,563.582,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1213,174.029,590.088,1.0,265.833,601.642,1.0,270.578,566.5,1.0,,,0.0,848.521,704.001,1.0,778.298,623.259,1.0,799.4,645.775,1.0,,,0.0,,,,,,,,,,,,
1214,174.626,590.645,1.0,266.664,601.962,1.0,271.082,566.308,1.0,,,0.0,849.363,703.582,1.0,778.408,624.318,1.0,803.229,647.648,1.0,,,0.0,,,,,,,,,,,,
1215,175.962,590.337,1.0,269.159,600.238,1.0,275.53,563.6,1.0,,,0.0,846.835,703.251,1.0,777.974,624.793,1.0,796.507,649.116,1.0,,,0.0,,,,,,,,,,,,
1216,175.917,591.015,1.0,267.979,599.492,1.0,273.712,561.066,1.0,,,0.0,846.818,705.169,1.0,778.168,624.758,1.0,803.049,647.97,1.0,,,0.0,,,,,,,,,,,,
1217,180.249,596.863,1.0,267.587,598.843,1.0,272.389,559.792,1.0,,,0.0,849.32,704.581,1.0,778.091,624.936,1.0,800.525,650.855,1.0,,,0.0,,,,,,,,,,,,
1218,180.366,599.317,1.0,267.666,597.996,1.0,271.992,558.757,1.0,,,0.0,822.415,638.153,1.0,777.935,624.814,1.0,800.695,646.197,1.0,,,0.0,,,,,,,,,,,,
1219,182.379,604.313,1.0,268.247,597.286,1.0,272.398,560.32,1.0,,,0.0,821.857,638.088,1.0,777.755,621.66,1.0,800.756,650.61,1.0,,,0.0,,,,,,,,,,,,
1220,186.309,613.04,1.0,267.65,598.538,1.0,274.951,562.095,1.0,,,0.0,821.174,638.481,1.0,777.699,623.127,1.0,798.425,650.569,1.0,,,0.0,,,,,,,,,,,,
1221,186.944,612.711,0.9950000047683716,267.73,600.87,1.0,274.184,558.264,1.0,,,0.0,848.349,705.398,1.0,776.395,624.87,1.0,797.602,651.28,1.0,,,0.0,,,,,,,,,,,,
1222,195.114,595.36,0.32100000977516174,268.047,602.381,1.0,268.14,566.526,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1223,275.406,562.536,0.16599999368190765,268.493,605.911,1.0,269.612,572.886,0.9649999737739563,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,846.504,705.94,1.0,775.274,626.56,1.0,798.08,652.466,0.9940000176429749,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1226,858.308,595.599,0.15299999713897705,775.521,626.084,1.0,801.167,652.688,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1227,847.707,709.371,1.0,775.001,624.492,1.0,797.81,651.443,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1228,847.147,710.232,1.0,774.841,625.185,1.0,797.499,652.021,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1229,848.234,709.812,1.0,774.631,625.757,1.0,797.947,651.934,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1230,846.5,706.216,1.0,777.969,625.297,1.0,797.265,650.949,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1231,846.528,706.896,1.0,778.514,624.627,1.0,801.326,651.388,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1232,847.09,706.14,1.0,778.362,623.607,1.0,797.191,650.392,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1233,847.196,705.959,1.0,778.415,623.37,1.0,796.643,649.831,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1234,847.631,705.562,1.0,776.078,623.682,1.0,796.936,650.062,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1235,846.708,705.846,1.0,775.838,623.599,1.0,796.854,650.225,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,846.254,707.038,1.0,776.435,624.392,1.0,797.167,650.388,0.9990000128746033,914.332,670.785,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1238,847.007,707.275,1.0,776.383,625.105,1.0,797.145,650.684,0.9990000128746033,913.479,671.332,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,847.695,706.685,1.0,,,0.0,852.405,595.388,0.6000000238418579,912.908,671.819,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1241,846.827,708.316,1.0,776.266,625.653,1.0,797.095,650.238,1.0,912.152,673.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1242,847.342,707.656,1.0,777.355,625.449,1.0,797.65,651.166,0.9990000128746033,913.265,671.706,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,848.467,708.038,1.0,,,0.0,859.782,612.474,0.15600000321865082,912.564,672.984,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,848.819,707.268,1.0,778.161,624.904,1.0,797.512,650.545,0.9980000257492065,910.68,672.328,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1248,847.507,708.634,1.0,777.104,624.951,1.0,797.271,650.111,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1249,848.645,707.154,1.0,776.777,624.679,1.0,797.128,650.43,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,849.198,704.124,1.0,777.151,624.631,1.0,796.426,650.558,0.996999979019165,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1252,847.563,702.92,1.0,775.926,623.76,1.0,795.779,650.332,0.9990000128746033,910.829,673.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1253,849.558,703.075,1.0,775.559,624.023,1.0,795.706,650.375,0.9990000128746033,910.637,673.138,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,849.174,702.539,1.0,776.297,622.988,1.0,795.684,650.338,0.9890000224113464,909.456,673.414,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,846.152,705.275,1.0,777.04,623.737,1.0,796.602,649.727,0.9990000128746033,909.81,673.115,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1268,848.174,703.737,1.0,777.786,625.475,1.0,797.359,650.814,0.9980000257492065,909.692,673.246,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1269,847.429,704.049,1.0,777.695,625.269,1.0,797.149,650.733,0.9980000257492065,909.6,672.843,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1270,846.521,705.381,1.0,777.435,624.843,1.0,796.955,650.595,0.9990000128746033,909.674,672.926,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1271,846.582,705.414,1.0,776.917,623.424,1.0,796.474,650.157,0.9990000128746033,911.407,672.043,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1272,846.691,705.814,1.0,777.734,623.244,1.0,796.751,650.604,1.0,910.567,671.374,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,847.04,706.408,1.0,775.716,624.331,1.0,796.96,650.613,1.0,910.073,671.377,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,845.328,712.775,1.0,881.577,595.308,0.9509999752044678,861.152,596.572,0.21799999475479126,908.26,669.839,1.0,,,,,,,,,,,,,,,,,,,,,,,,
1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,842.47,715.506,1.0,877.61,590.273,0.21199999749660492,860.285,596.753,0.925000011920929,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,,,,,,,,,,,,,107.92,629.513,0.996999979019165,157.277,634.994,0.9819999933242798,163.488,635.558,0.8610000014305115,,,0.0,,,,,,,,,,,,
1321,,,,,,,,,,,,,105.057,635.838,0.9980000257492065,228.156,570.005,1.0,158.034,634.695,0.9909999966621399,,,0.0,,,,,,,,,,,,
1322,,,,,,,,,,,,,104.905,639.09,1.0,227.396,568.864,1.0,161.079,636.775,1.0,,,0.0,,,,,,,,,,,,
1323,,,,,,,,,,,,,105.9,644.077,1.0,229.128,569.718,1.0,159.401,641.384,1.0,,,0.0,850.937,702.195,1.0,895.375,622.796,1.0,854.111,603.756,1.0,908.081,672.299,1.0
1324,,,,,,,,,,,,,105.374,644.384,1.0,221.717,576.046,1.0,160.074,642.974,1.0,,,0.0,851.71,701.728,0.9990000128746033,898.585,617.513,1.0,854.358,600.525,1.0,909.969,671.329,1.0
1325,,,,,,,,,,,,,107.724,643.635,1.0,225.883,574.456,1.0,160.934,637.791,1.0,,,0.0,842.447,712.706,1.0,899.695,615.495,1.0,852.737,600.686,1.0,912.196,672.382,1.0
1326,,,,,,,,,,,,,107.318,644.082,1.0,223.635,575.003,1.0,160.149,638.993,1.0,,,0.0,842.59,713.537,1.0,894.839,612.066,1.0,851.392,599.933,1.0,913.598,671.825,1.0
1327,,,,,,,,,,,,,108.099,641.855,1.0,225.401,574.609,1.0,161.883,638.702,1.0,,,0.0,866.409,685.424,1.0,894.986,610.012,1.0,849.402,598.123,1.0,915.306,671.411,1.0
1328,,,,,,,,,,,,,109.045,640.134,1.0,227.457,573.214,1.0,163.452,637.211,1.0,,,0.0,842.356,712.733,1.0,895.921,610.272,1.0,849.28,598.267,1.0,915.351,671.527,1.0
1329,,,,,,,,,,,,,105.899,638.833,1.0,231.385,574.503,1.0,163.522,636.018,1.0,,,0.0,843.281,713.365,1.0,895.96,612.662,1.0,847.768,601.181,1.0,908.959,672.562,1.0
1330,,,,,,,,,,,,,110.444,638.002,1.0,233.622,574.205,1.0,165.928,634.452,1.0,,,0.0,843.655,713.511,1.0,895.901,615.234,1.0,848.821,605.761,1.0,909.136,672.87,1.0
1331,,,,,,,,,,,,,111.334,638.818,1.0,232.089,573.151,1.0,165.542,633.283,1.0,,,0.0,844.014,713.904,1.0,896.45,613.767,1.0,849.326,606.7,1.0,909.216,673.111,1.0
1332,,,,,,,,,,,,,109.546,640.976,1.0,235.088,574.149,1.0,166.446,632.499,1.0,,,0.0,844.173,713.75,1.0,896.425,613.712,1.0,848.373,606.83,1.0,909.917,672.901,1.0
1333,,,,,,,,,,,,,112.881,639.596,1.0,236.936,574.865,1.0,168.526,630.304,1.0,,,0.0,843.581,712.535,1.0,896.902,615.809,1.0,847.799,606.393,1.0,909.824,672.558,1.0
1334,,,,,,,,,,,,,113.272,640.605,1.0,237.556,573.339,1.0,169.49,630.01,1.0,,,0.0,842.634,710.196,1.0,896.984,613.77,1.0,848.327,605.7,1.0,909.567,673.17,1.0
1335,,,,,,,,,,,,,116.827,640.316,1.0,240.873,571.856,1.0,173.249,629.617,1.0,,,0.0,842.819,710.369,1.0,896.665,614.54,1.0,847.606,606.802,1.0,909.636,673.31,1.0
1336,,,,,,,,,,,,,121.045,637.739,1.0,244.123,568.711,1.0,174.653,630.578,1.0,,,0.0,843.548,710.27,1.0,896.495,616.177,1.0,847.94,607.529,1.0,909.863,673.373,1.0
1337,,,,,,,,,,,,,129.18,634.365,0.9980000257492065,252.573,567.671,1.0,187.373,630.365,1.0,,,0.0,849.464,704.191,1.0,899.696,618.284,1.0,849.6,606.556,1.0,909.906,672.786,1.0
1338,,,,,,,,,,,,,,,,,,,,,,,,,847.123,703.938,1.0,899.775,623.966,1.0,852.074,604.501,1.0,912.145,671.742,1.0
1339,,,,,,,,,,,,,,,,,,,,,,,,,846.258,704.038,1.0,899.273,621.869,1.0,852.45,603.019,1.0,913.077,672.453,1.0
1340,,,,,,,,,,,,,,,,,,,,,,,,,846.175,704.244,1.0,897.21,629.778,1.0,852.952,604.93,1.0,,,0.0
